lat,lng,periodo,fecha,dia,horario,horario_hasta,evento,lugar,direccion,descripcion,organiza,barrio,comuna,codigo_postal,codigo_postal_arg
-34.605371000000005,-58.388586,201703,23/03/2017,JUEVES,20.30 h,,CINE: The Truman show,"Sala 1, El Cultural San Martín", Sarmiento 1551,Parte del Ciclo Peter Weir. Una película de 1998.,DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.576177,-58.483568000000005,201703,23/03/2017,JUEVES,20 h,,"Filomena Marturano, matrimonio a la italiana",Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Obra de teatro ambientada en la década del 40. Con Claudia Lapacó, Antonio Grimau, Talo Silveyra, Ignacio Pérez Cortés, Luciano Correa, Milagros Almeida, Hernán Jiménez y María Rojí.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.576177,-58.483568000000005,201703,23/03/2017,JUEVES,20 h,,Las grandes ciudades bajo la luna,Centro Cultural 25 de Mayo,Av. Triunvirato 4444,Un concierto del Odin Teatret en el espíritu de Bertolt Brecht. En el marco de un programa de obras y workshops que incluye actividades para profesionales y jornadas de convivencia e intercambio con estudiantes y docentes de las principales instituciones de formación en artes escénicas de la ciudad. Dirección: Eugenio Barba,CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.586496000000004,-58.391578,201703,23/03/2017,JUEVES,21 h,,Mis días sin Victoria,Capilla. Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad un banquete performático del diario personal de la Directora, Belén Arena. ",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.576177,-58.483568000000005,201703,24/03/2017,VIERNES,20 h,,"Filomena Marturano, matrimonio a la italiana",Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Obra de teatro ambientada en la década del 40. Con Claudia Lapacó, Antonio Grimau, Talo Silveyra, Ignacio Pérez Cortés, Luciano Correa, Milagros Almeida, Hernán Jiménez y María Rojí.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.576177,-58.483568000000005,201703,24/03/2017,VIERNES,22 h,,"Filomena Marturano, matrimonio a la italiana",Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Obra de teatro ambientada en la década del 40. Con Claudia Lapacó, Antonio Grimau, Talo Silveyra, Ignacio Pérez Cortés, Luciano Correa, Milagros Almeida, Hernán Jiménez y María Rojí.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.586496000000004,-58.391578,201703,24/03/2017,VIERNES,21 h,,CINE: Fuga de la Patagonia,Microcine.Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cine independiente ""7+1"", en Marzo y abril se presentan 7 peliculas de directores del cine emergente, de la mano de una película dirigida por un consagrado.  En este caso, se trata de una película dirigida por Javier Zevallos y Francisco D'Eufemia.",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.586496000000004,-58.391578,201703,24/03/2017,VIERNES,21 h ,,Mis días sin Victoria,Capilla. Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad un banquete performático del diario personal de la Directora, Belén Arena. ",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.605371000000005,-58.388586,201703,25/03/2017,SABADO,21 h,,Un viajero atrapado en un proyectil,"Sala A, El Cultural San Martín", Sarmiento 1551,"Largometraje realizado para presentarse en tres pantallas en simultáneo, con una con instalación sonora de 7.2, y una banda de músicos interpretando en vivo la
música compuesta originalmente para el film. Autoría y dirección: Luigi Voglino / Elenco: Jada Sirkin, Vera Truman, Catalina López Imizcoz, Facundo de
Vedia, He rnán Rosselli",DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.605371000000005,-58.388586,201703,25/03/2017,SABADO,20.30 h,,Asesinato para dos,"Sala Muiño, El Cultural San Martín", Sarmiento 1551,"Música, policial y comedia. Espectáculo de 90 minutos, 2 actores interpretan 13 roles y tocan el piano, en un ingenioso, gracioso y alegre homenaje a misteriosos casos de asesinato, parodiando las novelas de Agatha Christie. Autoría: Kellen Blair y Joe Kinosian / Dirección: Gonzalo Castagnino / Elenco: Hernán Matorra, Santiago Otero
Ramos ",DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.605371000000005,-58.388586,201703,25/03/2017,SABADO,22 h,,El empapelado amarillo,"Sala Alberdi, El Cultural San Martín", Sarmiento 1551,"Puesta multimedia del célebre relato semi-autobiográfico de Charlotte Perkins Gilman, uno de los cuentos de horror más acabados de la literatura universal y una pieza fundacional de la literatura feminista.",DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.605371000000005,-58.388586,201703,25/03/2017,SABADO,20 h,,CINE: La luz incidente,"Sala 1, El Cultural San Martín", Sarmiento 1551,Una película de Ariel Rotter,DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.605371000000005,-58.388586,201703,25/03/2017,SABADO,22 h,,CINE: Al final de la escalera,"Sala 1, El Cultural San Martín", Sarmiento 1551,Parte del Ciclo el Cultural de Culto Extremo. Una película de Peter Medak (1980).,DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.605371000000005,-58.388586,201703,25/03/2017,SABADO,17 h,,CINE:La costa mosquito,"Sala 1, El Cultural San Martín", Sarmiento 1551,Parte del Ciclo Peter Weir. Una película de 1986.,DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.576177,-58.483568000000005,201703,25/03/2017,SABADO,20 h,,"Filomena Marturano, matrimonio a la italiana",Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Obra de teatro ambientada en la década del 40. Con Claudia Lapacó, Antonio Grimau, Talo Silveyra, Ignacio Pérez Cortés, Luciano Correa, Milagros Almeida, Hernán Jiménez y María Rojí.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.576177,-58.483568000000005,201703,25/03/2017,SABADO,22 h,,"Filomena Marturano, matrimonio a la italiana",Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Obra de teatro ambientada en la década del 40. Con Claudia Lapacó, Antonio Grimau, Talo Silveyra, Ignacio Pérez Cortés, Luciano Correa, Milagros Almeida, Hernán Jiménez y María Rojí.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.576177,-58.483568000000005,201703,25/03/2017,SABADO,15 h,,"Mimi y Mini, una aventura ecológica",Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Musical infantil con un despliegue de coreografías enérgicas, muñecos, títeres, patinadores y hasta un dragón chino. A través del humor “Mimicha” aborda el cuidado de nuestro Medio Ambiente.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.576177,-58.483568000000005,201703,25/03/2017,SABADO,18 h,,Las grandes ciudades bajo la luna,Centro Cultural 25 de Mayo,Av. Triunvirato 4444,Un concierto del Odin Teatret en el espíritu de Bertolt Brecht. En el marco de un programa de obras y workshops que incluye actividades para profesionales y jornadas de convivencia e intercambio con estudiantes y docentes de las principales instituciones de formación en artes escénicas de la ciudad. Dirección: Eugenio Barba,CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
,,201703,25/03/2017,SABADO,16 h,,FDL Crew,Patio del Aljibe y Sala 6,Patio del Aljibe y Sala 6,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,,,,
-34.586496000000004,-58.391578,201703,25/03/2017,SABADO,17 h,,"GIMNASTAS, atrpados entre el amor y la gloria",Capilla. Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad una epopeya infanto juvenil noventosa, de Emilia Dulom. ",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.586496000000004,-58.391578,201703,25/03/2017,SABADO,20 h,,Lago de Luciérnagas,Microcine.Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Cine Radar, cineastas sub 30 presentan sus largometrajes. Dirección: Florencia Iwabuti y Samir Marun Helo",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.586496000000004,-58.391578,201703,25/03/2017,SABADO,21 h,,Rieles de la Patria,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación de Teatro Regular del Recoleta, se presenta esta obra que tiene lugar en una estación de tren sitiada por la guerra, con tres empleadas que se debaten entre el deber patriótico y la resistencia. De María Guillermina Andrade ",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.586496000000004,-58.391578,201703,25/03/2017,SABADO,21.50 h,,CINE: Los habitantes de la casa del diablo,Microcine.Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Cine Radar, cineastas sub 30 presentan sus largometrajes. Dirección: Iván Reina Ortiz",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.605371000000005,-58.388586,201703,26/03/2017,DOMINGO,20 h,,Un viajero atrapado en un proyectil,"Sala A, El Cultural San Martín", Sarmiento 1551,"Largometraje realizado para presentarse en tres pantallas en simultáneo, con una con instalación sonora de 7.2, y una banda de músicos interpretando en vivo la
música compuesta originalmente para el film. Autoría y dirección: Luigi Voglino / Elenco: Jada Sirkin, Vera Truman, Catalina López Imizcoz, Facundo de
Vedia, He rnán Rosselli",DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.605371000000005,-58.388586,201703,26/03/2017,DOMINGO,18 h,,CINE: Testigo en peligro,"Sala 1, El Cultural San Martín", Sarmiento 1551,Parte del Ciclo Peter Weir. Una película de 1983.,DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.605371000000005,-58.388586,201703,26/03/2017,DOMINGO,20.30 h,,CINE: La sociedad de los poetas muertos,"Sala 1, El Cultural San Martín", Sarmiento 1551,Parte del Ciclo Peter Weir. Una película de 1989.,DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.576177,-58.483568000000005,201703,26/03/2017,DOMINGO,19 h,,"Filomena Marturano, matrimonio a la italiana",Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Obra de teatro ambientada en la década del 40. Con Claudia Lapacó, Antonio Grimau, Talo Silveyra, Ignacio Pérez Cortés, Luciano Correa, Milagros Almeida, Hernán Jiménez y María Rojí.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.576177,-58.483568000000005,201703,26/03/2017,DOMINGO,15 h,,"Mimi y Mini, una aventura ecológica",Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Musical infantil con un despliegue de coreografías enérgicas, muñecos, títeres, patinadores y hasta un dragón chino. A través del humor “Mimicha” aborda el cuidado de nuestro Medio Ambiente.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.576177,-58.483568000000005,201703,26/03/2017,DOMINGO,11 h,,Las grandes ciudades bajo la luna,Centro Cultural 25 de Mayo,Av. Triunvirato 4444,Un concierto del Odin Teatret en el espíritu de Bertolt Brecht. En el marco de un programa de obras y workshops que incluye actividades para profesionales y jornadas de convivencia e intercambio con estudiantes y docentes de las principales instituciones de formación en artes escénicas de la ciudad. Dirección: Eugenio Barba,CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.593641999999996,-58.385951,201703,26/03/2017,DOMINGO,18 h,,Buenos Aires te cuenta un cuento,Biblioteca Ricardo Güiraldes, Talcahuano 1261,Con las lecturas de Norma Aleandro y Ana María Picchio.,Dirección General del Libro y Promoción de la Lectura,Retiro,Comuna 1,1014.0,C1014ADA
-34.586496000000004,-58.391578,201703,26/03/2017,DOMINGO,17 h,,Rieles de la Patria,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación de Teatro Regular del Recoleta, se presenta esta obra que tiene lugar en una estación de tren sitiada por la guerra, con tres empleadas que se debaten entre el deber patriótico y la resistencia. De María Guillermina Andrade ",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.586496000000004,-58.391578,201703,26/03/2017,DOMINGO,19 h,,CINE: Hermosos Perdedores Pop,Microcine.Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cine independiente ""7+1"", en Marzo y abril se presentan 7 peliculas de directores del cine emergente, de la mano de una película dirigida por un consagrado.  ",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.586496000000004,-58.391578,201703,26/03/2017,DOMINGO,21 h ,,"GIMNASTAS, atrpados entre el amor y la gloria",Capilla. Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad una epopeya infanto juvenil noventosa, de Emilia Dulom. ",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.576177,-58.483568000000005,201703,28/03/2017,MARTES,20.30 h,,La cumbancha de Agustín Lara,Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Musical homenaje al compositor mexicano, realización del grupo Los Amados.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.599315000000004,-58.510893,201703,28/03/2017,MARTES,,,"Taller de la memoria, estrés y calidad de vida",Biblioteca Antonio Devoto, Bahía Blanca 4025,Taller dictado por Graciela Detorres. Inscripción previa: contactodgl@buenosaires.gob.ar,Dirección General del Libro y Promoción de la Lectura,Villa Devoto,Comuna 11,1419.0,C1419BAI
-34.593641999999996,-58.385951,201703,28/03/2017,MARTES,,,"Presentación del libro Gorštaci u ravnici, de Nenad Stevovic. Una recopilación de material fotográfico de los descendientes de montenegrinos. ",Biblioteca Ricardo Güiraldes, Talcahuano 1261,El autor-editor Nenad Stevovic es investigador de la diáspora y político. Actividad organizada en conjunto con la Embajada de Montenegro.,Dirección General del Libro y Promoción de la Lectura,Retiro,Comuna 1,1014.0,C1014ADA
-34.576177,-58.483568000000005,201703,29/03/2017,MIERCOLES,20 h,,"Filomena Marturano, matrimonio a la italiana",Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Obra de teatro ambientada en la década del 40. Con Claudia Lapacó, Antonio Grimau, Talo Silveyra, Ignacio Pérez Cortés, Luciano Correa, Milagros Almeida, Hernán Jiménez y María Rojí.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.62334,-58.492222,201703,29/03/2017,MIERCOLES,16 h,,Taller de Origami,Biblioteca Hilario Ascasubi, Gral. Cesar Díaz 4219,"Por Tomoko Aikawa
Inscripción previa: contactodgl@buenosaires.gob.ar
",Dirección General del Libro y Promoción de la Lectura,Floresta,Comuna 10,1407.0,C1407ETS
-34.593641999999996,-58.385951,201703,29/03/2017,MIERCOLES,18 h,,Taller de producción poética,Biblioteca Ricardo Güiraldes, Talcahuano 1261,"Dictado por Natalia Litvinova. Inscripción previa: contactodgl@buenosaires.gob.ar
",Dirección General del Libro y Promoción de la Lectura,Retiro,Comuna 1,1014.0,C1014ADA
-34.593641999999996,-58.385951,201703,29/03/2017,MIERCOLES,18 h,,Taller de dibujo y pintura para lectores,Biblioteca Ricardo Güiraldes, Talcahuano 1261,"Por Santiago González
Inscripción previa: contactodgl@buenosaires.gob.ar
",Dirección General del Libro y Promoción de la Lectura,Retiro,Comuna 1,1014.0,C1014ADA
-34.581352,-58.423875,201703,29/03/2017,MIERCOLES,18 h,,Taller de escritura: narrativa,Biblioteca Carlos Guido y Spano, Güemes 4601,"El escritor Marcial Gala impartirá el taller ""La insoportable levedad del escritor solitario"", para explorar las diversas técnicas narrativas que hacen posible la creación de novelas, cuentos y guiones cinematográficos. Inscripción previa: contactodgl@buenosaires.gob.ar. 
",Dirección General del Libro y Promoción de la Lectura,Palermo,Comuna 14,1425.0,C1425BLI
-34.586496000000004,-58.391578,201703,29/03/2017,MIERCOLES,19 h,,Nahuel Carfi + Crisólogo y los Cuerdos + Dj Diego Gez,Terraza. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas qu representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.605371000000005,-58.388586,201703,30/03/2017,JUEVES,18 h,,CINE: El año que vivimos en peligro,"Sala 1, El Cultural San Martín", Sarmiento 1551,Parte del Ciclo Peter Weir. Una película de 1982.,DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.605371000000005,-58.388586,201703,30/03/2017,JUEVES,20.30 h,,CINE: La sociedad de los poetas muertos,"Sala 1, El Cultural San Martín", Sarmiento 1551,Parte del Ciclo Peter Weir. Una película de 1989.,DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.605371000000005,-58.388586,201703,30/03/2017,JUEVES,17.30 h,,CINE: Casta de malditos,"Sala 2,El Cultural San Martín", Sarmiento 1551,Parte del Ciclo Stanley Kubrick. Una película de 1956.,DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.576177,-58.483568000000005,201703,30/03/2017,JUEVES,20 h,,"Filomena Marturano, matrimonio a la italiana",Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Obra de teatro ambientada en la década del 40. Con Claudia Lapacó, Antonio Grimau, Talo Silveyra, Ignacio Pérez Cortés, Luciano Correa, Milagros Almeida, Hernán Jiménez y María Rojí.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.586496000000004,-58.391578,201703,30/03/2017,JUEVES,19 h ,,Pachamama Cósmica,Patio del Aljibe. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo en el que la música de raíz y sus fusiones se encuentran con distintas expresiones artísticas (ritmo, dibujo, danza, arte contemporáneo), en marzo se presentan King Coya & Queen Cholas - Pato Smink DJ - Mateo Amaral VJ, con puesta artístca de Juan Vegetal",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.586496000000004,-58.391578,201703,30/03/2017,JUEVES,21 h ,,Mis días sin Victoria,Capilla. Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad un banquete performático del diario personal de la Directora, Belén Arena. ",DGCCR,Recoleta,Comuna 2,1113.0,C1113AAX
-34.605371000000005,-58.388586,201703,31/03/2017,VIERNES,21 h,,El empapelado amarillo,"Sala Alberdi, El Cultural San Martín", Sarmiento 1551,"Puesta multimedia del célebre relato semi-autobiográfico de Charlotte Perkins Gilman, uno de los cuentos de horror más acabados de la literatura universal y una pieza fundacional de la literatura feminista.",DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.605371000000005,-58.388586,201703,31/03/2017,VIERNES,22 h,,CINE: Gimme shelter,"Sala 1, El Cultural San Martín", Sarmiento 1551,"Parte del Ciclo el Cultural de Culto. Una película de Albert Maysles, David Maysles y Charlotte Zwerin (1970).",DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.605371000000005,-58.388586,201703,31/03/2017,VIERNES,19.30 h,,CINE: Testigo en peligro,"Sala 1, El Cultural San Martín", Sarmiento 1551,Parte del Ciclo Peter Weir. Una película de 1983.,DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.605371000000005,-58.388586,201703,31/03/2017,VIERNES,17 h,,CINE: The Truman show,"Sala 1, El Cultural San Martín", Sarmiento 1551,Parte del Ciclo Peter Weir. Una película de 1998.,DGCCGSM,San Nicolas,Comuna 1,1042.0,C1042ABC
-34.576177,-58.483568000000005,201703,31/03/2017,VIERNES,20 h,,"Filomena Marturano, matrimonio a la italiana",Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Obra de teatro ambientada en la década del 40. Con Claudia Lapacó, Antonio Grimau, Talo Silveyra, Ignacio Pérez Cortés, Luciano Correa, Milagros Almeida, Hernán Jiménez y María Rojí.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
-34.576177,-58.483568000000005,201703,31/03/2017,VIERNES,22 h,,"Filomena Marturano, matrimonio a la italiana",Centro Cultural 25 de Mayo,Av. Triunvirato 4444,"Obra de teatro ambientada en la década del 40. Con Claudia Lapacó, Antonio Grimau, Talo Silveyra, Ignacio Pérez Cortés, Luciano Correa, Milagros Almeida, Hernán Jiménez y María Rojí.",CC 25 MAYO,Villa Urquiza,Comuna 12,1431.0,C1431FBU
,,201703,31/03/2017,VIERNES,,,CINE: El intervalo ,,,"Cine para lectores, parte del ciclo Viaje a Italia. En esta oportunidad una película de Leonardo Di Costanzo.",Dirección General del Libro y Promoción de la Lectura,,,,
-34.586496000000004,-58.391578,201703,31/03/2017,VIERNES,21 h,,CINE: Fuga de la Patagonia,Microcine. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cine independiente ""7+1"", en Marzo y abril se presentan 7 peliculas de directores del cine emergente, de la mano de una película dirigida por un consagrado.  En este caso, se trata de una película dirigida por Javier Zevallos y Francisco D'Eufemia.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201703,31/03/2017,VIERNES,21 h,,Mis días sin Victoria,Capilla.Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad un banquete performático del diario personal de la Directora, Belén Arena. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,01/04/2017,SABADO,16 h ,,FDL Crew,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,01/04/2017,SABADO,17 h,,"GIMNASTAS, atrpados entre el amor y la gloria",Capilla. Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad una epopeya infanto juvenil noventosa, de Emilia Dulom. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,01/04/2017,SABADO,20 h,,CINE: Son Ellas,Microcine. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cine independiente ""7+1"", en Marzo y abril se presentan 7 peliculas de directores del cine emergente, de la mano de una película dirigida por un consagrado.  En este caso, se trata de una película dirigida por Francisco Chiapparo.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,01/04/2017,SABADO,21 h,,Rieles de la Patria,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación de Teatro Regular del Recoleta, se presenta esta obra que tiene lugar en una estación de tren sitiada por la guerra, con tres empleadas que se debaten entre el deber patriótico y la resistencia. De María Guillermina Andrade ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,01/04/2017,SABADO,21.50 h,,CINE: Primero enero,Microcine. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cine independiente ""7+1"", en Marzo y abril se presentan 7 peliculas de directores del cine emergente, de la mano de una película dirigida por un consagrado.  En este caso, se trata de una película dirigida por Darío Mascambroni.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,02/04/2017,DOMINGO,17 h,,Rieles de la Patria,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación de Teatro Regular del Recoleta, se presenta esta obra que tiene lugar en una estación de tren sitiada por la guerra, con tres empleadas que se debaten entre el deber patriótico y la resistencia. De María Guillermina Andrade ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,02/04/2017,DOMINGO,19 h,,CINE: Las Lindas,Microcine. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cine independiente ""7+1"", en Marzo y abril se presentan 7 peliculas de directores del cine emergente, de la mano de una película dirigida por un consagrado.  En este caso, se trata de una película dirigida por Melisa Liebenthal.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,02/04/2017,DOMINGO,21 h,,"GIMNASTAS, atrapados entre el amor y la gloria",Capilla. Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad una epopeya infanto juvenil noventosa, de Emilia Dulom. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,05/04/2017,MIERCOLES,19 h,,Cosmo + Mordando Pasto Rulero + Dj Roque Casciero,Terraza. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Radar Música,todos los miércoles del año se presentan distintas bandas qu representan lo más nuevo de la escena musical independiente.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,06/04/2017,JUEVES,21 h,,Mis días sin Victoria,Capilla.Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad un banquete performático del diario personal de la Directora, Belén Arena. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,07/04/2017,VIERNES,21 h,,CINE: El Limonero Real,Microcine.Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cine independiente ""7+1"", en Marzo y abril se presentan 7 peliculas de directores del cine emergente, de la mano de una película dirigida por un consagrado.  En este casp, se trata de una película dirigida por Gustavo Fontán.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,07/04/2017,VIERNES,21 h,,Mis días sin Victoria,Capilla.Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad un banquete performático del diario personal de la Directora, Belén Arena. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,08/04/2017,SABADO,16 h ,,FDL Crew,Patio del Aljibe y Sala 6. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cultura Hip Hop, todos los sábados del año, jóvenes artistas nacionales comparten pista de baile, murales, bandejas, junto a Fuera de Límite Crew, cmo colectivo artístico resdente. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,08/04/2017,SABADO,17 h,,"GIMNASTAS, atrapados entre el amor y la gloria",Capilla. Centro Cultural Recoleta, Junín 1930,"Parte del Ciclo de Teatro Radar, dramaturgos sub 30. En esta oportunidad una epopeya infanto juvenil noventosa, de Emilia Dulom. ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,08/04/2017,SABADO,20 h,,CINE: Son Ellas,Microcine. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cine independiente ""7+1"", en Marzo y abril se presentan 7 peliculas de directores del cine emergente, de la mano de una película dirigida por un consagrado.  En este caso, se trata de una película dirigida por Francisco Chiapparo.",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,08/04/2017,SABADO,21 h,,Rieles de la Patria,Capilla. Centro Cultural Recoleta, Junín 1930,"Como parte de la programación de Teatro Regular del Recoleta, se presenta esta obra que tiene lugar en una estación de tren sitiada por la guerra, con tres empleadas que se debaten entre el deber patriótico y la resistencia. De María Guillermina Andrade ",DGCCR,Recoleta,Comuna 2,1113.0,
-34.586496000000004,-58.391578,201704,08/04/2017,SABADO,21.50 h,,CINE: Primero enero,Microcine. Centro Cultural Recoleta, Junín 1930,"Como parte del Ciclo Cine independiente ""7+1"", en Marzo y abril se presentan 7 peliculas de directores del cine emergente, de la mano de una película dirigida por un consagrado.  En este caso, se trata de una película dirigida por Darío Mascambroni.",DGCCR,Recoleta,Comuna 2,1113.0,
